CookerStat, GenerateAssetRegistry=0.023320, Initialize=0.144254, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
DDCTransactionIdD311AF1B4EB68362E8AF44BC7806C22C_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C984A14B4C828F52416BF6A1089FF50__2794303F918EAFB779BD9DD2CC4A1B497CF7F231, StartTime=2016.05.27-14.19.14, HierarchicalDDC=, DataSize=840, Duration=27.457808, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_8, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/StarterContent/Maps/Minimal_Default_Auto2.umap, AutoPackageBackupDelegate=3.216889, FlushAsyncLoading=0.014655, FlushStreamingFunc=0.268187, BlockTillAllRequestsFinished=0.007994, ResetLoadersForSaveUnMarkAllObjects=69.728416, TagPackageExports=0.864521, BeginCacheForCookedPlatformData=0.002999, SerializeImports=1.852974, GatherLocalizableTextData=8.706849, MarkNames=0.080623, SerializeSummary=0.019323, SerializeNames=0.511717, SerializeGatherableTextData=0.022989, BuildExportMap=0.426430, SortExportsNonSeekfree=0.281844, SortExportsSeekfreeConstructor=0.073958, SortExportsSeekfreeInner=14.566273, SortExportsSeekfree=0.006996, BuildDependencyMap=0.090949, SerializeImportMap=0.056636, SerializeExportMap=0.030648, SerializeDependencyMap=0.007994, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.971794, SerializeExports=4.235323, SerializeBulkData=31.838383, MoveFile=19.660122, UnaccountedTime=0.234537, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_9, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayGameState_Auto2.uasset, AutoPackageBackupDelegate=0.099614, FlushAsyncLoading=0.004329, FlushStreamingFunc=0.063632, BlockTillAllRequestsFinished=0.004333, ResetLoadersForSaveUnMarkAllObjects=0.152580, TagPackageExports=0.899501, BeginCacheForCookedPlatformData=0.002667, SerializeImports=1.714382, GatherLocalizableTextData=0.823546, MarkNames=0.017989, SerializeSummary=0.012659, SerializeNames=0.081290, SerializeGatherableTextData=0.005331, BuildExportMap=0.056967, SortExportsNonSeekfree=0.053305, SortExportsSeekfreeConstructor=0.009328, SortExportsSeekfreeInner=4.702732, SortExportsSeekfree=0.003997, BuildDependencyMap=0.016991, SerializeImportMap=0.008997, SerializeExportMap=0.010327, SerializeDependencyMap=0.004329, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.229873, SerializeExports=1.311939, SerializeBulkData=0.005998, MoveFile=0.844866, UnaccountedTime=0.158247, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_10, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayHUD.uasset, AutoPackageBackupDelegate=0.208884, FlushAsyncLoading=0.007998, FlushStreamingFunc=5.275414, BlockTillAllRequestsFinished=0.014324, ResetLoadersForSaveUnMarkAllObjects=0.222545, TagPackageExports=1.461860, BeginCacheForCookedPlatformData=0.003330, SerializeImports=1.873296, GatherLocalizableTextData=1.059081, MarkNames=0.018656, SerializeSummary=0.014324, SerializeNames=0.082623, SerializeGatherableTextData=0.005998, BuildExportMap=0.067960, SortExportsNonSeekfree=0.079289, SortExportsSeekfreeConstructor=0.063632, SortExportsSeekfreeInner=3.813557, SortExportsSeekfree=0.007994, BuildDependencyMap=0.024322, SerializeImportMap=0.009663, SerializeExportMap=0.011992, SerializeDependencyMap=0.004664, SerializeStringAssetReferenceMap=0.002667, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.268515, SerializeExports=1.796674, SerializeBulkData=0.008661, MoveFile=0.996117, UnaccountedTime=1.334261, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_11, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayGamemode.uasset, AutoPackageBackupDelegate=1.479846, FlushAsyncLoading=0.007331, FlushStreamingFunc=0.063632, BlockTillAllRequestsFinished=0.006661, ResetLoadersForSaveUnMarkAllObjects=0.224542, TagPackageExports=0.828210, BeginCacheForCookedPlatformData=0.002999, SerializeImports=1.576126, GatherLocalizableTextData=0.830874, MarkNames=0.021324, SerializeSummary=0.013657, SerializeNames=0.096947, SerializeGatherableTextData=0.006329, BuildExportMap=0.078626, SortExportsNonSeekfree=0.052303, SortExportsSeekfreeConstructor=0.063296, SortExportsSeekfreeInner=5.308065, SortExportsSeekfree=0.005662, BuildDependencyMap=0.021320, SerializeImportMap=0.010662, SerializeExportMap=0.010662, SerializeDependencyMap=0.004996, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.260856, SerializeExports=1.367245, SerializeBulkData=0.006661, MoveFile=1.023766, UnaccountedTime=1.202002, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_12, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/ControllingDevice.uasset, AutoPackageBackupDelegate=0.105605, FlushAsyncLoading=0.004668, FlushStreamingFunc=0.080619, BlockTillAllRequestsFinished=0.007663, ResetLoadersForSaveUnMarkAllObjects=0.219546, TagPackageExports=0.022322, BeginCacheForCookedPlatformData=0.001997, SerializeImports=0.732593, GatherLocalizableTextData=0.027653, MarkNames=0.010662, SerializeSummary=0.015657, SerializeNames=0.024319, SerializeGatherableTextData=0.002000, BuildExportMap=0.018321, SortExportsNonSeekfree=0.009995, SortExportsSeekfreeConstructor=0.019323, SortExportsSeekfreeInner=0.044644, SortExportsSeekfree=0.003997, BuildDependencyMap=0.008993, SerializeImportMap=0.090286, SerializeExportMap=0.045307, SerializeDependencyMap=0.002332, SerializeStringAssetReferenceMap=0.003330, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.034649, SerializeExports=0.015989, SerializeBulkData=0.008661, MoveFile=63.831348, UnaccountedTime=1.169685, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_13, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/ControllingDevice.uasset, AutoPackageBackupDelegate=1.397557, FlushAsyncLoading=0.004999, FlushStreamingFunc=0.057634, BlockTillAllRequestsFinished=0.006665, ResetLoadersForSaveUnMarkAllObjects=0.207882, TagPackageExports=0.019990, BeginCacheForCookedPlatformData=0.001334, SerializeImports=0.480399, GatherLocalizableTextData=0.030652, MarkNames=0.005331, SerializeSummary=0.010327, SerializeNames=0.022653, SerializeGatherableTextData=0.006329, BuildExportMap=0.011995, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.067294, SortExportsSeekfreeInner=0.024322, SortExportsSeekfree=0.002332, BuildDependencyMap=0.005662, SerializeImportMap=0.006329, SerializeExportMap=0.004999, SerializeDependencyMap=0.001330, SerializeStringAssetReferenceMap=0.001669, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019655, SerializeExports=0.110939, SerializeBulkData=0.006329, MoveFile=0.908162, UnaccountedTime=1.120046, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_14, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto3.uasset, AutoPackageBackupDelegate=1.542814, FlushAsyncLoading=0.006661, FlushStreamingFunc=0.057302, BlockTillAllRequestsFinished=0.006665, ResetLoadersForSaveUnMarkAllObjects=0.162907, TagPackageExports=1.061413, BeginCacheForCookedPlatformData=0.003997, SerializeImports=1.873296, GatherLocalizableTextData=0.935815, MarkNames=0.019990, SerializeSummary=0.014327, SerializeNames=0.096943, SerializeGatherableTextData=0.008330, BuildExportMap=0.070628, SortExportsNonSeekfree=0.063300, SortExportsSeekfreeConstructor=0.062965, SortExportsSeekfreeInner=5.160142, SortExportsSeekfree=0.006996, BuildDependencyMap=0.021655, SerializeImportMap=0.016991, SerializeExportMap=0.018656, SerializeDependencyMap=0.002332, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.261523, SerializeExports=2.116162, SerializeBulkData=0.009328, MoveFile=1.279294, UnaccountedTime=0.227872, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_15, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplaHUD_Auto3.uasset, AutoPackageBackupDelegate=0.158243, FlushAsyncLoading=0.005666, FlushStreamingFunc=0.053301, BlockTillAllRequestsFinished=0.005666, ResetLoadersForSaveUnMarkAllObjects=0.228204, TagPackageExports=0.014991, BeginCacheForCookedPlatformData=0.001997, SerializeImports=0.695951, GatherLocalizableTextData=0.016656, MarkNames=0.006329, SerializeSummary=0.012327, SerializeNames=0.014327, SerializeGatherableTextData=0.001997, BuildExportMap=0.012994, SortExportsNonSeekfree=0.004664, SortExportsSeekfreeConstructor=0.013325, SortExportsSeekfreeInner=0.023987, SortExportsSeekfree=0.003330, BuildDependencyMap=0.006996, SerializeImportMap=0.046305, SerializeExportMap=0.032648, SerializeDependencyMap=0.002664, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015993, SerializeExports=0.006661, SerializeBulkData=0.004001, MoveFile=1.055084, UnaccountedTime=0.198223, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_16, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/NewUserDefinedEnum_Auto3.uasset, AutoPackageBackupDelegate=0.113271, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.030983, BlockTillAllRequestsFinished=0.003330, ResetLoadersForSaveUnMarkAllObjects=0.148252, TagPackageExports=0.010662, BeginCacheForCookedPlatformData=0.001665, SerializeImports=0.496726, GatherLocalizableTextData=0.015989, MarkNames=0.005998, SerializeSummary=0.010662, SerializeNames=0.009995, SerializeGatherableTextData=0.000998, BuildExportMap=0.008993, SortExportsNonSeekfree=0.002999, SortExportsSeekfreeConstructor=0.010662, SortExportsSeekfreeInner=0.017658, SortExportsSeekfree=0.001997, BuildDependencyMap=0.005331, SerializeImportMap=0.041645, SerializeExportMap=0.032313, SerializeDependencyMap=0.000998, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013992, SerializeExports=0.005662, SerializeBulkData=0.003666, MoveFile=1.262635, UnaccountedTime=0.207551, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_17, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto4.uasset, AutoPackageBackupDelegate=1.903277, FlushAsyncLoading=0.008330, FlushStreamingFunc=0.045311, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.177234, TagPackageExports=3.730603, BeginCacheForCookedPlatformData=0.003330, SerializeImports=4.578136, GatherLocalizableTextData=2.139483, MarkNames=0.029314, SerializeSummary=0.015993, SerializeNames=0.119600, SerializeGatherableTextData=0.129595, BuildExportMap=0.097945, SortExportsNonSeekfree=0.265852, SortExportsSeekfreeConstructor=0.066631, SortExportsSeekfreeInner=8.387361, SortExportsSeekfree=0.006996, BuildDependencyMap=0.035979, SerializeImportMap=0.010327, SerializeExportMap=0.020657, SerializeDependencyMap=0.005666, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.475734, SerializeExports=5.041879, SerializeBulkData=0.007663, MoveFile=0.873849, UnaccountedTime=0.194557, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_18, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto5.uasset, AutoPackageBackupDelegate=1.960583, FlushAsyncLoading=0.006661, FlushStreamingFunc=0.061300, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.165910, TagPackageExports=4.767694, BeginCacheForCookedPlatformData=0.002999, SerializeImports=5.503621, GatherLocalizableTextData=2.888735, MarkNames=0.029318, SerializeSummary=0.014324, SerializeNames=0.121932, SerializeGatherableTextData=0.137925, BuildExportMap=0.100277, SortExportsNonSeekfree=0.399444, SortExportsSeekfreeConstructor=0.062633, SortExportsSeekfreeInner=8.838110, SortExportsSeekfree=0.005331, BuildDependencyMap=0.040974, SerializeImportMap=0.011995, SerializeExportMap=0.024986, SerializeDependencyMap=0.006665, SerializeStringAssetReferenceMap=0.001997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.638649, SerializeExports=7.094074, SerializeBulkData=0.010993, MoveFile=1.173351, UnaccountedTime=0.210881, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_19, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=1.865301, FlushAsyncLoading=0.005331, FlushStreamingFunc=0.061635, BlockTillAllRequestsFinished=0.004996, ResetLoadersForSaveUnMarkAllObjects=0.149250, TagPackageExports=6.634995, BeginCacheForCookedPlatformData=0.005331, SerializeImports=6.874528, GatherLocalizableTextData=101.596451, MarkNames=0.063632, SerializeSummary=0.017658, SerializeNames=0.135258, SerializeGatherableTextData=0.141922, BuildExportMap=0.117935, SortExportsNonSeekfree=0.607330, SortExportsSeekfreeConstructor=0.074960, SortExportsSeekfreeInner=10.463875, SortExportsSeekfree=0.006665, BuildDependencyMap=0.050303, SerializeImportMap=0.013325, SerializeExportMap=0.029318, SerializeDependencyMap=0.006333, SerializeStringAssetReferenceMap=0.002664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.765908, SerializeExports=8.708182, SerializeBulkData=0.012994, MoveFile=1.337260, UnaccountedTime=1.104388, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_20, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=1.190342, FlushAsyncLoading=0.003666, FlushStreamingFunc=0.065632, BlockTillAllRequestsFinished=0.006661, ResetLoadersForSaveUnMarkAllObjects=0.178237, TagPackageExports=8.777142, BeginCacheForCookedPlatformData=0.006665, SerializeImports=9.689636, GatherLocalizableTextData=5.600900, MarkNames=0.047307, SerializeSummary=0.017326, SerializeNames=0.131927, SerializeGatherableTextData=0.224542, BuildExportMap=0.115268, SortExportsNonSeekfree=0.905167, SortExportsSeekfreeConstructor=0.064299, SortExportsSeekfreeInner=12.724958, SortExportsSeekfree=0.007994, BuildDependencyMap=0.068627, SerializeImportMap=0.012994, SerializeExportMap=0.037313, SerializeDependencyMap=0.008661, SerializeStringAssetReferenceMap=0.002000, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.972461, SerializeExports=11.696198, SerializeBulkData=0.010327, MoveFile=1.366243, UnaccountedTime=1.111385, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_21, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto6.uasset, AutoPackageBackupDelegate=2.091844, FlushAsyncLoading=0.005998, FlushStreamingFunc=0.066962, BlockTillAllRequestsFinished=0.006661, ResetLoadersForSaveUnMarkAllObjects=0.160579, TagPackageExports=9.546053, BeginCacheForCookedPlatformData=0.005994, SerializeImports=9.765264, GatherLocalizableTextData=5.925387, MarkNames=0.046309, SerializeSummary=0.016659, SerializeNames=0.133924, SerializeGatherableTextData=0.175569, BuildExportMap=0.118602, SortExportsNonSeekfree=0.927154, SortExportsSeekfreeConstructor=0.070959, SortExportsSeekfreeInner=16.546511, SortExportsSeekfree=0.010662, BuildDependencyMap=0.076290, SerializeImportMap=0.013325, SerializeExportMap=0.038981, SerializeDependencyMap=0.015661, SerializeStringAssetReferenceMap=0.002995, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.092732, SerializeExports=12.050331, SerializeBulkData=0.014991, MoveFile=1.121711, UnaccountedTime=0.206888, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_22, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto7.uasset, AutoPackageBackupDelegate=2.323382, FlushAsyncLoading=0.009660, FlushStreamingFunc=0.067629, BlockTillAllRequestsFinished=0.007998, ResetLoadersForSaveUnMarkAllObjects=0.177566, TagPackageExports=11.098191, BeginCacheForCookedPlatformData=0.006665, SerializeImports=11.237446, GatherLocalizableTextData=7.049434, MarkNames=0.042643, SerializeSummary=0.015326, SerializeNames=0.142585, SerializeGatherableTextData=0.249531, BuildExportMap=0.154246, SortExportsNonSeekfree=1.017105, SortExportsSeekfreeConstructor=0.068296, SortExportsSeekfreeInner=15.234902, SortExportsSeekfree=0.006329, BuildDependencyMap=0.077292, SerializeImportMap=0.014991, SerializeExportMap=0.044309, SerializeDependencyMap=0.014327, SerializeStringAssetReferenceMap=0.002664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.223657, SerializeExports=14.818799, SerializeBulkData=0.017658, MoveFile=1.417216, UnaccountedTime=0.208553, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_23, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=1.349587, FlushAsyncLoading=0.004329, FlushStreamingFunc=0.068631, BlockTillAllRequestsFinished=0.007328, ResetLoadersForSaveUnMarkAllObjects=0.160914, TagPackageExports=13.869658, BeginCacheForCookedPlatformData=0.005666, SerializeImports=14.401696, GatherLocalizableTextData=9.631671, MarkNames=0.075623, SerializeSummary=0.017989, SerializeNames=0.261858, SerializeGatherableTextData=0.103276, BuildExportMap=0.168238, SortExportsNonSeekfree=1.529153, SortExportsSeekfreeConstructor=0.070963, SortExportsSeekfreeInner=17.805479, SortExportsSeekfree=0.006996, BuildDependencyMap=0.090618, SerializeImportMap=0.015657, SerializeExportMap=0.056300, SerializeDependencyMap=0.011995, SerializeStringAssetReferenceMap=0.001997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.989234, SerializeExports=19.440577, SerializeBulkData=0.014659, MoveFile=1.365911, UnaccountedTime=1.107387, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_24, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=1.222655, FlushAsyncLoading=0.003666, FlushStreamingFunc=0.072293, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.166908, TagPackageExports=14.152832, BeginCacheForCookedPlatformData=0.007331, SerializeImports=14.870104, GatherLocalizableTextData=9.248882, MarkNames=0.054970, SerializeSummary=0.013992, SerializeNames=0.270184, SerializeGatherableTextData=0.101611, BuildExportMap=0.165910, SortExportsNonSeekfree=1.527153, SortExportsSeekfreeConstructor=0.012327, SortExportsSeekfreeInner=17.611589, SortExportsSeekfree=0.006996, BuildDependencyMap=0.096280, SerializeImportMap=0.016656, SerializeExportMap=0.060633, SerializeDependencyMap=0.012327, SerializeStringAssetReferenceMap=0.001997, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.488510, SerializeExports=18.941187, SerializeBulkData=0.014327, MoveFile=1.510497, UnaccountedTime=0.213884, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_25, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto8.uasset, AutoPackageBackupDelegate=2.430655, FlushAsyncLoading=0.008661, FlushStreamingFunc=0.135258, BlockTillAllRequestsFinished=0.008330, ResetLoadersForSaveUnMarkAllObjects=0.226874, TagPackageExports=22.750076, BeginCacheForCookedPlatformData=0.008330, SerializeImports=20.832808, GatherLocalizableTextData=13.278652, MarkNames=0.095282, SerializeSummary=0.017323, SerializeNames=0.304833, SerializeGatherableTextData=0.149582, BuildExportMap=0.189561, SortExportsNonSeekfree=2.294064, SortExportsSeekfreeConstructor=0.078958, SortExportsSeekfreeInner=22.299662, SortExportsSeekfree=0.009328, BuildDependencyMap=0.131261, SerializeImportMap=0.015993, SerializeExportMap=0.070959, SerializeDependencyMap=0.014324, SerializeStringAssetReferenceMap=0.002332, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.932599, SerializeExports=26.498672, SerializeBulkData=0.014991, MoveFile=20.009260, UnaccountedTime=0.350472, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_26, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto9.uasset, AutoPackageBackupDelegate=5.376693, FlushAsyncLoading=0.010327, FlushStreamingFunc=0.079956, BlockTillAllRequestsFinished=0.006996, ResetLoadersForSaveUnMarkAllObjects=0.173237, TagPackageExports=19.858677, BeginCacheForCookedPlatformData=0.005998, SerializeImports=21.306875, GatherLocalizableTextData=12.623015, MarkNames=0.074625, SerializeSummary=0.016991, SerializeNames=0.351805, SerializeGatherableTextData=0.169240, BuildExportMap=0.324152, SortExportsNonSeekfree=2.633877, SortExportsSeekfreeConstructor=0.079289, SortExportsSeekfreeInner=22.690777, SortExportsSeekfree=0.007663, BuildDependencyMap=0.135925, SerializeImportMap=0.016991, SerializeExportMap=0.074293, SerializeDependencyMap=0.022989, SerializeStringAssetReferenceMap=0.003666, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.973908, SerializeExports=26.175850, SerializeBulkData=0.014655, MoveFile=1.234315, UnaccountedTime=0.234205, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_27, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=2.511945, FlushAsyncLoading=0.003662, FlushStreamingFunc=0.054304, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.149254, TagPackageExports=18.705320, BeginCacheForCookedPlatformData=0.005662, SerializeImports=19.873005, GatherLocalizableTextData=12.667324, MarkNames=0.069961, SerializeSummary=0.016324, SerializeNames=0.309162, SerializeGatherableTextData=0.133924, BuildExportMap=0.208553, SortExportsNonSeekfree=2.565913, SortExportsSeekfreeConstructor=0.071295, SortExportsSeekfreeInner=22.607822, SortExportsSeekfree=0.007663, BuildDependencyMap=0.129927, SerializeImportMap=0.016656, SerializeExportMap=0.074293, SerializeDependencyMap=0.018992, SerializeStringAssetReferenceMap=0.002664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.059195, SerializeExports=26.451696, SerializeBulkData=0.013661, MoveFile=1.319937, UnaccountedTime=1.294281, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_28, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto0.uasset, AutoPackageBackupDelegate=3.624994, FlushAsyncLoading=0.005998, FlushStreamingFunc=0.054635, BlockTillAllRequestsFinished=0.006665, ResetLoadersForSaveUnMarkAllObjects=0.161912, TagPackageExports=21.042690, BeginCacheForCookedPlatformData=0.006329, SerializeImports=23.170511, GatherLocalizableTextData=14.355056, MarkNames=0.075627, SerializeSummary=0.016324, SerializeNames=0.320822, SerializeGatherableTextData=0.275180, BuildExportMap=0.229541, SortExportsNonSeekfree=3.049646, SortExportsSeekfreeConstructor=0.081290, SortExportsSeekfreeInner=25.208715, SortExportsSeekfree=0.009663, BuildDependencyMap=0.148252, SerializeImportMap=0.017654, SerializeExportMap=0.084955, SerializeDependencyMap=0.019986, SerializeStringAssetReferenceMap=0.002999, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.270743, SerializeExports=29.714558, SerializeBulkData=0.014994, MoveFile=1.203999, UnaccountedTime=0.246532, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_29, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Content/GameplayPlayerController.uasset, AutoPackageBackupDelegate=4.745372, FlushAsyncLoading=0.010330, FlushStreamingFunc=0.072960, BlockTillAllRequestsFinished=0.008326, ResetLoadersForSaveUnMarkAllObjects=0.228208, TagPackageExports=25.573515, BeginCacheForCookedPlatformData=0.007663, SerializeImports=25.199390, GatherLocalizableTextData=16.926966, MarkNames=0.116933, SerializeSummary=0.017658, SerializeNames=0.328153, SerializeGatherableTextData=0.164241, BuildExportMap=0.246864, SortExportsNonSeekfree=3.130935, SortExportsSeekfreeConstructor=0.015989, SortExportsSeekfreeInner=28.103453, SortExportsSeekfree=0.009991, BuildDependencyMap=0.154585, SerializeImportMap=0.017989, SerializeExportMap=0.091285, SerializeDependencyMap=0.021320, SerializeStringAssetReferenceMap=0.002667, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.586566, SerializeExports=32.094906, SerializeBulkData=0.015326, MoveFile=1.455862, UnaccountedTime=1.284953, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
SavePackageTransactionIdE5FB1E0F46AAF749FE55C9B34473C4B4_30, Filename=../../../../../../Users/family2/Documents/Unreal Projects/TutorialProject/Saved/Autosaves/Game/GameplayPlayerController_Auto1.uasset, AutoPackageBackupDelegate=3.916167, FlushAsyncLoading=0.005998, FlushStreamingFunc=0.059631, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.158247, TagPackageExports=27.706667, BeginCacheForCookedPlatformData=0.009995, SerializeImports=28.839706, GatherLocalizableTextData=17.832134, MarkNames=0.128262, SerializeSummary=0.024986, SerializeNames=0.507720, SerializeGatherableTextData=0.331149, BuildExportMap=0.407442, SortExportsNonSeekfree=4.159365, SortExportsSeekfreeConstructor=0.098947, SortExportsSeekfreeInner=31.765421, SortExportsSeekfree=0.007998, BuildDependencyMap=0.176903, SerializeImportMap=0.018325, SerializeExportMap=0.104941, SerializeDependencyMap=0.023987, SerializeStringAssetReferenceMap=0.003334, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.937373, SerializeExports=37.094143, SerializeBulkData=0.015657, MoveFile=1.335260, UnaccountedTime=0.358135, RunGuid=RunID2B8E06664E38E5204DD1619074B2CE68
